country,area,location,latitude,longitude,match_type
SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",-34.17286,18.66443,location
SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",-28.3951863,32.4080973,location
USA,California,"Newport Beach, Orange County",33.608767,-117.873357,location
SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",-34.06405,18.76334,location
SOUTH AFRICA,KwaZulu-Natal,Scottburgh,-30.28666,30.75316,location
AUSTRALIA,Queensland,"Stevens Reef, 70 miles from Mackay",-21.384207609267,149.099257944159,location
KENYA,Coast Province,Watamu,-3.3524945,40.0155608,location
MEXICO,Guerrero,"Copacabana Beach, Acapulco",16.8509,-99.8553,location
USA,Florida,Manatee County,27.47750411267,-82.357542644351,location
SOUTH AFRICA,KwaZulu-Natal,Port St. John's,-28.11354,30.60904,location
PAPUA NEW GUINEA,Morobe Province,Finschafen,-6.55793,147.84635,location
COSTA RICA,Limón Province,Parismina,10.19702,-83.64827,location
PAPUA NEW GUINEA,New Ireland Province,Lambom Island,-4.79506,152.84635,location
AUSTRALIA,New South Wales,Trial Bay,-30.8818,153.05119,location
AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",-26.646735231,150.189307557,location
INDONESIA,North Sumatra,Near Belawan,3.7755,98.6832,location
VANUATU,Malampa Province,Island of Paam'a,-16.46012,168.23832,location
SOUTH AFRICA,KwaZulu-Natal,Island Rock,-27.27751,32.77682,location
FIJI,Vita Levu,Rewa River,-18.14052,178.52376,location
USA,California,"12' tank at Steinhart Aquarium, San Francisco",37.76959,-122.46632,location
PAPUA NEW GUINEA,Sandaun Province,Vanimo  on Musu side of Wutong anchorage,-2.61192,141.0088,location
FIJI,"19S, 178?E","Wotua Beach, 70 miles from Suva",-18.1433693,178.4371712,location
COLUMBIA,Roncador Bank,"Roncador Bank, 135 nm north of San Andres",12.54793,-81.71665,location
USA,Texas,30 miles east of Corpus Christi,27.691023818999,-97.264082082524,location
PANAMA,San Blas Islands,Off Diable Island,9.57003,-78.81999,location
PAPUA NEW GUINEA,Rigo subdistrict,Kaparoka,-10.01086,147.70294,location
JAPAN,Okayama Prefecture,Ushimado,34.643240355,134.135576004,location
TURKEY,Mersin Province,Off Mezitli,36.74541,34.52256,location
AUSTRALIA,New South Wales,Thirroul,-34.316121672,150.919750851,location
PHILIPPINES,Mindanao,"Mouth of Langoyan River, Davao City",7.47889,126.59861,location
USA,Florida,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County",25.7465861,-80.1515972,location
SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",-34.15591,18.41995,location
COSTA RICA,Unknown,San Juan River,9.96196,-84.0781,location
JAPAN,Okayama Prefecture,Usimado-no-Seto,35.04581815,134.23558014,location
MEXICO,Colima,Manzanillo,19.110437392,-104.326197864,location
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,-2.24338,147.40859,location
AUSTRALIA,Victoria,Seaholme,-37.864340228,144.843543131,location
NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,500 nautical miles southwest of Johnston Island,40.242529,-74.032533,location
TURKEY,Adana Province,Yumurtalik,36.78245,35.79949,location
SENEGAL,Unknown,"Tiaroye, near Dakar, Cap Vert Peninsula",14.7425,-17.37944,location
AUSTRALIA,New South Wales,"Oatley Bay near Como, George’s River",-33.98004,151.07201,location
SOUTH AFRICA,Eastern Cape Province,Kidd's Beach,-33.15183,27.69822,location
FIJI,Viti Levu,Singatoka River,-18.1745,177.52004,location
AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia",-9.561435995,142.288520258,location
AUSTRALIA,Victoria,150 yards from the pier at Lorne,-37.714880778321,144.965128826427,location
USA,North Carolina,"Brown’s Inlet on New River, Onslow Beach",34.59544,-77.23079,location
USA,New Jersey,50 miles offshore,40.891118999986,-74.124180979153,location
AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",-19.2495013,146.809185,location
AUSTRALIA,Torres Strait,Near Warrior Reefs,-9.561435995,142.288520258,location
JAMAICA,Kingston Parish,"East Beach, Kingston",17.99702,-76.79358,location
AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",-26.099179552,152.746494796,location
CUBA,Havana Province,"LaPlaya Beach / Vedado, Havana",23.13302,-82.38304,location
AUSTRALIA,New South Wales,"Grey’s Point, Port Hacking",-34.08333,151.16667,location
AUSTRALIA,New South Wales,Bellinger Head,-33.210262566819,151.505473460617,location
AUSTRALIA,Queensland,Brible Island,-26.95056,153.12418,location
MEXICO,Unknown,Santa Maria Bar,17.06542,-96.72365,location
SOUTH AFRICA,South Atlantic Ocean,Possession Island,-33.567488716966,18.484153781906,location
HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),18.19199,-73.74948,location
USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",19.83361,-155.10722,location
NEW ZEALAND,North Island,Mototapu Island,-36.7754941,174.8980005,location
PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo",11.14992,122.48221,location
SOUTH AFRICA,Western Cape Province,"Woodstock Beach, Cape Town",-33.93156,18.4448,location
USA,Rhode Island,Coddington Cove,41.52344,-71.31616,location
USA,Hawaii,"Waikiki Beach, Oahu",21.281235,-157.83783,location
NEW ZEALAND,South Island,Hoiktika,-42.7211217,170.9730206,location
AUSTRALIA,Western Australia,Esperance,-33.864058322,121.889971273,location
USA,North Carolina,"New Bern, Craven County",35.1083707,-77.0460315,location
MALTA,Munxar Reef,Marsascala,35.856735344291,14.565075766637,location
FRANCE,Côte d'Azur,Between Nice & Villefranche,46.78788,5.61617,location
SPAIN,Valencia,Castellon de la Plana,39.9860398,-0.0360705,location
AUSTRALIA,New South Wales,Near Sydney,-33.868719387,151.206957214,location
TUVALU,Unknown,Between Nanumea & Nanumaga Atolls,-5.6833212,176.1241852,location
AUSTRALIA,Tasmania,George Town Cove,-41.399509815498,147.1292358012,location
AUSTRALIA,Tasmania,Hobart,-42.883401157,147.329438724,location
USA,Hawaii,"Kualoa, Oahu",21.52194,-157.84417,location
USA,California,"Otter Point, Pacific Grove",36.632058,-121.922852,location
JAPAN,Okinawa,Nago,26.59158752,127.97743737,location
USA,Florida,"Lake Worth Beach, Palm Beach County",26.6098591,-80.0585681,location
COLUMBIA,Isla De San Andres,La Piscinita,12.51901,-81.71785,location
AUSTRALIA,New South Wales,Crowdy Baay,-31.78832647,152.730636598,location
USA,Hawaii,Honolua Bay,21.01449,-156.63955,location
AUSTRALIA,Victoria,"Southside Beach, near Geelong",-38.1573,144.34495,location
ISRAEL,Unknown,Haifa,32.817285,34.988765,location
NEW CALEDONIA,Noumea,Port South Marina,-22.2628044,166.4446442,location
USA,North Carolina,"Atlantic Beach, Carteret  County",34.701134,-76.740173,location
USA,Texas,"Crystal Beach, Galveston  County",29.455651,-94.643248,location
AUSTRALIA,Westerm Australia,Dugong Bay,-16.39499,123.8721,location
AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",-33.960483769,115.035947541,location
AUSTRALIA,New South Wales,Iluka Beach,-29.4205488,153.3625187,location
USA,South Carolina,"DeBordieu Colony, Georgetown County",33.368223,-79.170601,location
AUSTRALIA,Western Australia,Trigg Beach,-31.877937,115.75177,location
AUSTRALIA,Victoria,Bells Beach,-38.363627546,144.274343023,location
USA,Florida,"Vero Beach, St. Lucie County",27.638883,-80.38908,location
AUSTRALIA,Tasmania,Nettley Bay,-40.92813,144.61244,location
USA,Hawaii,"Hanalei Bay, Kauai,",22.20889,-159.50709,location
USA,California,"El Pescador Beach, Los Angeles County",34.040330777847,-118.89204057495,location
GREECE,Unknown,33 nautical miles off Othonoi Island,37.2604963,24.598761,location
USA,Hawaii,"Airplane Beach, Lahina, West Maui",20.86774,-156.61706,location
AUSTRALIA,Queensland,Nerang River near Chevron Island,-27.99694,153.42,location
SOUTH AFRICA,Eastern Cape Province,Port St. John's,-31.62291,29.54477,location
USA,Hawaii,"Makena Landing, Maui",20.6539039,-156.4411031,location
SCOTLAND,Inner Hebrides,Off the Isle of Islay,56.667265224,-6.278532964,location
AUSTRALIA,Queensland,Peregian,-27.181553443513,152.942119442365,location
USA,Oregon,Seaside,45.9930976,-123.920633,location
USA,North Carolina,"Kure Beach, New Hanover County",33.998255,-77.906651,location
EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,27.9158248,34.3262398,location
USA,Hawaii,"Tavares Bay, Maui",20.86774,-156.61706,location
AUSTRALIA,Western Australia,Wedge Island,-30.82099929,115.206025539,location
SOUTH AFRICA,Eastern Province,"Nahoon, East London",-33.01529,27.91162,location
AUSTRALIA,South Australia,Second Valley,-35.518328556,138.22038506,location
USA,California,"Terramar Beach, Carlsbad, San Diego County",33.1281,-117.3337,location
USA,Hawaii,Kawa'a,22.07521,-159.31895,location
AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",-32.007488242,115.520328532,location
AUSTRALIA,New South Wales,"Windang,       Lake Illawara",-34.535356358552,150.867383809682,location
EGYPT,Red Sea,Elphinstone Reef,25.3,34.83333,location
AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",-28.1662,153.5426,location
USA,South Carolina,Garden City,33.588114,-79.026634,location
USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach",36.8204192,-75.9837234,location
AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",-23.143568033,113.772903449,location
USA,California,"Ocean Beach, San Francisco, San Francisco County",37.75939,-122.51073,location
SOUTH AFRICA,Western Cape Province,Uilenkraalsmond (near Gansbaai),-34.6033874,19.4088206,location
AUSTRALIA,South Australia,"Fishery Bay, Eyre Peninsula",-34.876120629373,135.673074222285,location
Seychelles,Inner Islands,Off North Island,-4.35833,55.8375,location
USA,North Carolina,"Carolina Beach, New Hanover County",34.034278,-77.893974,location
USA,Hawaii,"Kahana Beach, Maui",20.9448962,-156.6921331,location
AUSTRALIA,New South Wales,"Seal Rocks, north of Newcastle",-32.926904294,151.772937438,location
USA,Florida,"Stuart Park Beach, Martin County",27.211719279555,-80.261725176396,location
AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,-27.947074005459,153.349156102395,location
AUSTRALIA,Queensland,Miami Lake,-28.07695,153.43666,location
USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",20.7222,-156.4479,location
USA,Florida,"Ponce De Leon Inlet, Volusia County",29.07248,-80.91866,location
PAPUA NEW GUINEA,Milne Bay Province,Tewatewa Island,-10.55262,150.31494,location
USA,Hawaii,Olowalu,20.81136,-156.622548,location
USA,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",34.208308494831,-77.794801484616,location
SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",-33.01529,27.91162,location
USA,Hawaii,"Kealia Beach, Kaua'i",22.0992389,-159.3046177,location
SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,-34.04526,24.92146,location
AUSTRALIA,Queensland,"Whitehaven Beach, Whitsundays Island",-20.28111,149.03778,location
AUSTRALIA,Queensland,Coolum Beach,-26.530979878,153.087248772,location
OKINAWA,Miyako,Hirara City,24.78970672,125.29476189,location
USA,Oregon,"Short Sand Beach, Oswald West State Park",45.763087630759,-123.957192462811,location
CHILE,Unknown,300 miles east of Easter Island,-30.0,-71.0,location
HONG KONG,New Territories,Silverstrand,22.3207991,114.2717802,location
SOUTH AFRICA,KwaZulu-Natal,Isipingo,-29.9878555,30.9169274,location
USA,Virginia,"Croatan Beach, Virginia Beach,",36.82798,-75.96864,location
AUSTRALIA,Western Australia,Near Broome in Roebuck Bay,-17.862594255671,122.420006108612,location
USA,North Carolina,"Ocracoke, Hyde County",35.1146786,-75.9839322,location
USA,Florida,"Paradise Beach Park, Brevard County",28.122541,-80.57715,location
AUSTRALIA,Western Australia,18 km west of Bunbury,-33.351019999641,115.630799976937,location
USA,Florida,Volusia County,29.063464338553,-81.148522163141,location
INDONESIA,Unknown,Bali,-6.23585,106.51882,location
BAHAMAS,Unknown,Carter Cay,27.06757,-78.03104,location
USA,Florida,Gulf Island National Seashore Park,30.364435,-86.9672641,location
USA,Florida,Carter Cay,27.737070981349,-81.400572817384,location
SOUTH AFRICA,Western Cape Province,Seal Island,-34.13737,18.58264,location
USA,Florida,"South of Neptune Beach, Duval County",30.31367065133,-81.396978285225,location
SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",-34.13737,18.58264,location
SOUTH AFRICA,Eastern Cape Province,Qolera River,-32.62922,28.4319,location
USA,Florida,"Delray Beach, Palm Beach County",26.4616338,-80.0731071,location
SOUTH AFRICA,Western Cape Province,40 km off Cape Point,-34.35717,18.49752,location
USA,California,"Point Sur, Monterey County",36.30481,-121.90098,location
AUSTRALIA,Queensland,Pancake Creek,-24.01667,151.73333,location
USA,California,"Sea Ranch, Sonoma County",38.725986,-123.465751,location
NEW ZEALAND,North Island,"Pilot Bay, Mt Maunganui",-37.639547,176.181343,location
PHILIPPINES,Rombion Province,Off Sibuyan Island,12.44163,122.57101,location
ITALY,Sicily,Stretto di Messina,38.24681,15.6411,location
NEW ZEALAND,South Island,St. Kilda Beach,-45.9084463,170.5138809,location
SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,-34.25,18.55,location
AUSTRALIA,Victoria,Lady Julia Percy Island,-38.41733,142.00099,location
PANAMA,San Blas coast,"4 miles from Tuwala, near Mulatuppu",9.25,-78.25,location
USA,California,"8 miles off Newport Beach, Orange County",33.608767,-117.873357,location
AUSTRALIA,South Australia,Cowell,-33.703143217,136.849124111,location
USA,Florida,Palm Beach County,26.647569939974,-80.436519379042,location
AUSTRALIA,Northern Territory,"Stokes Hill Wharf, Darwin",-12.4706,130.849,location
BERMUDA,Paget,Elbow Beach /  Coral Beach,32.272683,-64.7774184,location
AUSTRALIA,Queensland,"Surfer's Paradise, Northcliffe",-28.0100172,153.429508,location
CROATIA,Istria,Pula,44.86833,13.84806,location
AUSTRALIA,Tasmania,"Whale Bay, King Island, Bass Strait",-39.81783,146.06529,location
USA,North Carolina,"Salter Path, Atlantic Beach, Carteret County",34.692197232868,-76.8463394667,location
USA,Florida,"Miami, Miami-Dade County",25.775084,-80.194702,location
AUSTRALIA,Torres Strait,Palm Island,-10.204054749,142.296162731,location
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Low Island, Manus",-2.24338,147.40859,location
AUSTRALIA,Queensland,"Tully, North Queensland",-17.9337314,145.925833,location
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Lou Island, south of Manus Island",-2.24338,147.40859,location
AUSTRALIA,New South Wales,"Wyargine Point, Edwards Beach, Balmoral Beach, Sydney",-33.868719387,151.206957214,location
AUSTRALIA,Torres Strait,"Darnley Island, Torres Strait",-10.204054749,142.296162731,location
USA,New Jersey,"Barnegat Light, Ocean County",39.757639,-74.106409,location
SUDAN?,Red Sea,Southern part,19.608449901764,35.72375431942,location
AUSTRALIA,Tasmania,Wynyard,-41.00241945,145.704425144,location
SUDAN,Red Sea State,"Suakin Harbor, Suakin Island",19.11127,37.3371,location
AUSTRALIA,Queensland,Fitzroy River near Rockhampton,-23.39327,150.53304,location
ITALY,Taranto,Torre Colimena,40.2998779,17.7431447,location
ITALY,Naples Province,"Torre del Greco, Naples",40.78931,14.36806,location
AUSTRALIA,Northern Territory,Goulburn Island,-11.55839,133.45189,location
SOUTH AFRICA,Eastern Cape Province,Off Port Elizabeth breakwater,-33.96109,25.61494,location
CHINA,Unknown,Between Tientsin & Hong Kong,39.14222,117.17667,location
AUSTRALIA,New South Wales,"Mark’s Point, Swan Bay, Lake Macquarie",-33.05645,151.64955,location
PACIFIC OCEAN,Near the Fiji Islands,22º08'S  : 178º06'W,40.242529,-74.032533,location
AUSTRALIA,Northern Territory,Elcho Island,-11.9592,135.74271,location
PAPUA NEW GUINEA,Northern (Oro) Province,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)",-9.0,148.5,location
USA,South Carolina,"Pawley’s Island, north of Charleston",32.802207771527,-79.875535410051,location
Unknown,French Southern Territories,Île Saint-Paul,-38.71667,77.51667,location
MEXICO,Vera Cruz,Outside Vera Cruz Harbor,19.186026907,-96.157282698,location
AUSTRALIA,Torres Strait,200 miles from MacKay,-21.394306639264,149.095700814589,location
AUSTRALIA,Western Australia,Port Hedland,-20.310004336,118.603394243,location
AUSTRALIA,Queensland,Magnetic Island,-19.15514,146.8485,location
AUSTRALIA,Queensland,"Middleton Reef, 300 nm from Brisbane",-27.517404565526,153.23746039268,location
NICARAGUA,Rio San Juan,Greytown,10.94684,-83.73467,location
USA,Florida,"St. John's River, Jacksonville, Duval County",30.40053,-81.40045,location
MARTINIQUE,Unknown,Fort de France,14.607088265,-61.069497777,location
ITALY,Unknown,Trieste,45.6535974,13.7785154,location
SOUTH AFRICA,Western Cape Province,Groot River,-32.91667,22.25,location
USA,New York,Jamaica Bay,40.60399,-73.83541,location
AUSTRALIA,New South Wales,"Balmain, Sydney (Estuary)",-33.858526757,151.178917209,location
AUSTRALIA,Victoria,Boarding School Bay,-37.022844268209,147.246563875055,location
LEBANON,Mount Lebanon,Batroun,33.917684,35.586918,location
AUSTRALIA,Queensland,Maryborough,-25.527260442,152.693462203,location
USA,Maryland,Chester River,39.039,-76.2719,location
AUSTRALIA,South Australia,Semaphore,-34.839443725,138.483840196,location
TOBAGO,Unknown,Rocky Bay,11.17551,-60.73856,location
AUSTRALIA,Western Australia,"Hamelin Harbour, at Faure Island",-35.02305735069,117.908107305179,location
SOUTH AFRICA,Eastern Cape Province,Chinta East,-32.0,26.0,location
USA,Florida,Off Boca Raton. Palm Beach County,26.350568,-80.0899135,location
AUSTRALIA,Western Australia,Delta Island,-20.44257,115.548,location
AUSTRALIA,Victoria,"Nun's Beach, Portland",-38.347127084,141.604485475,location
AUSTRALIA,Western Australia,Yallingup,-33.661909584,115.044331916,location
MEXICO,Sonora,Yavaros,26.705297243,-109.521533881,location
SOUTH AFRICA,KwaZulu-Natal,"Off Beachbums, Tongaat",-29.576924219117,31.100489035144,location
AUSTRALIA,Western Australia,Five Fingers Reef,-30.48278,115.01833,location
USA,Hawaii,"Kanaha Beach Park, Maui",20.8970291,-156.4605383,location
USA,Hawaii,"Waiokapua Bay, Kaui",22.00553,-159.77687,location
USA,Bahamas,Spanish Cay,26.93361,-77.55015,location
BAHAMAS,Exumas,"Pig Beach, Pig Island",24.25,-76.5,location
USA,Hawaii,"Davidsons Beach, Kauai",21.9642,-159.7089,location
MEXICO,Baja,Magdalena Bay,24.63578,-111.97334,location
FIJI,Unknown,reef 40km east Vanua Levu,-19.1543,178.08988,location
USA,Florida,"Amelia Island, Nassau County",30.60774,-81.46009,location
USA,North Carolina,"Bald Head Island, Brunswick County",33.8750184,-78.0015555,location
COLOMBIA,San Andres and Providencia Archipelago,Provencia,13.0,-81.5,location
USA,Florida,"Lantana Beach, Palm Beach County",26.589469982725,-80.139338171803,location
MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",23.502882345595,-109.480115210871,location
AUSTRALIA,Western Australia,Mauds Point,-23.1,113.75,location
AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",-32.58244,115.66199,location
AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",-32.58244,115.66199,location
USA,Florida,"St. Petersburg, Pinellas County",27.77086,-82.67927,location
BRAZIL,Balneário Camboriú,Estaleirinho beach,-27.04833,-48.5875,location
MOZAMBIQUE,Inhambane Province,Maxixe,-23.85972,35.34722,location
AUSTRALIA,New South Wales,Hallidays Point,-32.073369849,152.49274312,location
USA,Florida,"Windsor Beach, Indian River County",27.788649831934,-80.41580966394,location
USA,Hawaii,"North Kohala, Hawaii County",20.13195,-155.79389,location
USA,California,"Manresa State Beach, Santa Cruz County",36.9097687,-121.8481123,location
USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",28.010853,-80.53041,location
AUSTRALIA,New South Wales,South Narrabeen Beach,-33.7228902,151.2990401,location
USA,Hawaii,"Pila'a Beach, Kaua'i",22.2080512,-159.3744743,location
MEXICO,Sinaloa,Nuevo Altata,24.825583898847,-107.432814574536,location
ITALY,Sardinia,Muravera,39.420247,9.5743829,location
MEXICO,Guerrero,"Boca de la Leña, La Unión",18.0049,-101.98163,location
USA,Oregon,"Lincoln City, Lincoln County",44.973855,-124.0134339,location
REUNION,Bois-Blanc,Sainte-Rose,-21.127674183,55.793279252,location
USA,California,"Marina State Beach, Monterey County",36.6827412,-121.8137843,location
USA,Florida,"Santa Maria Island, Manatee County",27.462166597969,-82.660453417369,location
USA,Florida,"Off Jupiter Inlet, Palm Beach County",26.94895,-80.07476,location
MALAYSIA,Kedah,Palau Payar,6.05,100.03333,location
MEXICO,Colima,Revillagigedo Islands,19.134363757881,-104.337781258286,location
AUSTRALIA,Western Australia,Native Dog Beach,-34.4501,119.356,location
USA,California,"Davenport, Santa Cruz County",37.010602,-122.193818,location
AUSTRALIA,New South Wales,Cellito Beach,-32.3789,152.5295,location
USA,Florida,"Santa Rosa Beach, Walton County",30.373867,-86.229046,location
USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i",19.4915226,-154.9408077,location
USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",29.029722,-80.9237495,location
USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",29.051318122957,-80.904049225071,location
USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",33.63211,-78.94892,location
USA,Florida,"Off Key Largo, Monroe County",25.130026,-80.405962,location
BAHAMAS,Andros Islands,Mangrove Cay,26.25599,-77.57813,location
TONGA,Vava'u,Tu’anuku,-18.6639059,-174.0309172,location
USA,Florida,"Boca Grande, Lee County",26.749137,-82.261949,location
NEW ZEALAND,Cook Islands,Beveridge Reef,-42.287233564,172.3434325,location
USA,Hawaii,"Kewalo Basin Channel, O'ahu",21.29279,-157.85695,location
USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",29.1733425,-80.9800404,location
AUSTRALIA,South Australia,Cactus Beach near Penong,-32.01182,132.98769,location
OKINAWA,Miyako Island,Sunayama Beach,24.83918342,125.280101433,location
USA,Florida,"Fort Pierce Inlet, St Lucie County",27.47019,-80.29106,location
USA,Florida,"Daytona  Beach, Volusia County",29.2070854,-81.0207257,location
USA,Florida,"Hobe Sound Beach, Palm Beach County",27.06638,-80.11581,location
USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",20.86774,-156.61706,location
NEW CALEDONIA,Unknown,Île de Sable,-19.23333,163.8,location
VANUATU,Tafea Province,Aniwa Island,-19.24049,169.60402,location
USA,Florida,"Spessard Holland Park, Melbourne Beach, Brevard County",28.049195,-80.548583,location
MEXICO,Mexico / Caribbean Sea,Isla Mujeres,21.1925972,-86.8062863,location
USA,Florida,"John Pennekamp Marine Park, Monroe County",25.010958581531,-80.51708133251,location
HONG KONG,Unknown,"Basalt Island, 9km from Silverstrand",22.315464455,114.365771424,location
USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",29.046454878549,-80.936944644097,location
USA,Florida,"Spanish River Park Beach, Palm Beach County",26.38417,-80.06892,location
AUSTRALIA,Victoria,"Surfers Point, Phillip Island",-38.48349,145.23102,location
USA,California,"Davenport Light, San Mateo County",37.436318254115,-122.355531310241,location
USA,California,"Tunitas Beach, San Mateo County",37.3577,-122.4,location
BAHAMAS,Florida Straits,Off Cay Sal  Banks,28.75054,-82.5001,location
USA,North Carolina,"Masonboro Inlet, New Hanover County",34.18489,-77.8122,location
SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,-29.9126,31.0313,location
NEW ZEALAND,South Island,Christchurch,-43.452358239124,172.704750289014,location
USA,Florida,"Riviera Beach, Palm Beach County",26.7834459,-80.0547546,location
USA,California,"Off San Clemente Island, Los Angeles County",32.90004,-118.50091,location
PHILIPPINES,Unknown,250 miles southwest of Manila,14.5822592,120.9748038,location
HONG KONG,Unknown,Mirs Bay,22.52884,114.38891,location
NEW CALEDONIA,North Province,Balade,-21.05,164.9,location
NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",-21.307791316,165.701841842,location
VANUATU,Malampa Province,"Ranon, Ambryn",-16.15,168.11667,location
USA,Florida,"12 miles northeast of Mayport,  Duval County",30.3927094,-81.4310423,location
SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",-34.37115,21.43337,location
AUSTRALIA,Queensland,Caloundra,-26.804419907,153.1313133,location
USA,California,"North Farallon Island, Farallon Islands",37.74251,-123.0591,location
USA,Hawaii,"Kalama Beach, Kihei, Maui",20.73472,-156.45583,location
PALAU,Western Caroline Islands (North Pacific Ocean),Outside barrier reef,7.421479662,134.511600068,location
USA,Florida,"St. Petersburg, Pinnellas County",27.77086,-82.67927,location
USA,Florida,"Egmont Key, Hillsborough County",27.59289,-82.76183,location
COLUMBIA,Magdalena Department,"Makuaka Caño, Taganga",11.26766,-74.18995,location
PAPUA NEW GUINEA,New Britain,"Barawon Beach, near Rabaul",-4.1948704,152.1686478,location
AUSTRALIA,New South Wales,Bellingen,-30.453426268,152.899846269,location
USA,Florida,"Pompano Beach, Palm Beach County",26.943563988467,-80.100583563797,location
PAPUA NEW GUINEA,New Ireland Province,A reef off New Hanover (Northern end),-3.0,151.5,location
NEW ZEALAND,North Island,"West of Pukerua Bay, Wellington",-41.046304981335,174.880193126963,location
USA,Florida,"Snapper Point Jetty, Miami, Dade County",25.635401320374,-80.296869431818,location
SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,-27.7638743,29.9475363,location
USA,California,2 miles off Santa Catalina Island,33.38336,-118.41758,location
PAPUA NEW GUINEA,Northern District,Kufulu Point,-9.0,148.5,location
AUSTRALIA,Queensland,Nobbys Beach,-28.0607735,153.4413733,location
NEW ZEALAND,South Island,"Fairdown Beach, 5 miles north of Westport",-41.751286649806,171.671105995814,location
MARSHALL ISLANDS,Kwajalein Atoll,Roi-namur Island,9.39678,167.47657,location
AUSTRALIA,Queensland,"Lambert's Beach, Mackay",-21.0744,149.2283,location
AUSTRALIA,South Australia,Aldinga Beach,-35.279834872,138.447005763,location
MOZAMBIQUE,Limpopo River,190 km to 240 km from the sea,-18.25,35.0,location
NEW ZEALAND,North Island,"Mangawhai, near Wellsford",-36.231099211372,174.536278429593,location
AUSTRALIA,New South Wales,Near Bondi Beach,-33.889387797,151.272464529,location
AUSTRALIA,Tasmania,Eaglehawk Neck,-42.999879064,147.937334999,location
NEW ZEALAND,North Island,Moko Hinau,-37.7912,176.3489,location
PHILIPPINES,Leyte Island,Luang Dulag,10.9713456,125.0357508,location
USA,California,"Off La Jolla Cove, San Diego County",32.84814,-117.27448,location
PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Maritzoan, east coast of Namatanai",-4.33333,152.83333,location
PAPUA NEW GUINEA,West New Britain Province,"Bulu, Talasea",-5.66667,149.58333,location
ITALY,Tyrrenian Sea,1.5 miles south of  San Felice Circeo,41.235625,13.096259,location
AUSTRALIA,Queensland,Near Southport,-27.970642311,153.408123774,location
NORTH PACIFIC OCEAN,1000 miles west of Hawaii,Between Wake & Johnston Islands,40.242529,-74.032533,location
SOUTH AFRICA,KwaZulu-Natal,A ford known as Brodies Coffin in St. Lucia Bay,-28.377586376082,32.413332481892,location
USA,Louisiana,Pontchartrain Beach,30.033257,-90.062016,location
AUSTRALIA,South Australia,Largs Bay,-34.827231069,138.491984145,location
MOZAMBIQUE,Bay of Maputu,Catembe,-26.00295,32.55738,location
USA,Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i",19.959680072369,-155.213428362419,location
AUSTRALIA,Queensland,Yorkey’s Knob Beach near Cairns,-16.80889,145.7261,location
