country,area,location,latitude,longitude,match_type
AUSTRALIA,New South Wales,Coalcliff,-34.24420219,150.976534661,location
SOUTH AFRICA,Western Cape Province,Danger Point,-34.63241,19.29757,location
GREECE,Corfu,Off the harbor wall at Mandrakina,39.6218413,19.9179603,location
ENGLAND,Cumberland,Whitehaven,54.550729394,-3.587462824,location
USA,Unknown,Damiscotte,33.883118,-117.520721,location
USA,New York,"Beach 3, Robert Moses State Park, Suffolk County",40.6239,-73.2787,location
MEXICO,Quintana Roo,Cancún,21.164100412,-86.871082763,location
South Africa,KNZ,Protea Banks,-30.83333,30.48333,location
USA,Florida,"Bathtub Beach, Martin County",27.186389,-80.160408,location
AUSTRALIA,South Australia,Port MacDonnell,-38.042066282,140.698464866,location
SPAIN,Canary Islands,"Famara Beach, Lanzarote",28.0404155,-15.5798575,location
MEXICO,Quinta Roo,Cabo Catoche,21.604635556,-87.103272222,location
USA,Florida,"Jacksonville Beach, Duval County",30.2881812,-81.3920144,location
MEXICO,Sonora,Southeast of Puerto Peñasco,31.323423445,-113.524095619,location
AUSTRALIA,Northern Territory,Groote Eylandt,-13.96472,136.59336,location
USA,Hawaii,"Pounders Beach, Oahu",21.6337755,-157.919322,location
THAILAND,Hua Hin,Sai Noi Beach,12.45338062,99.981684627,location
USA,Texas,Galveston Bay,29.56967,-94.93659,location
MAURITIUS,Pamplemousses,Le Goulet,-20.1033863,57.5179654,location
AUSTRALIA,South Australia,Normanville,-35.469398689,138.297427252,location
USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",41.8910875,-69.96351,location
AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",-28.003035820091,153.340926707415,location
AUSTRALIA,New South Wales,Bombo Beach,-34.659007,150.854459,location
USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",32.154981068326,-80.738012717321,location
USA,South Carolina,"Murrells Inlet, Georgetown County",33.551824,-79.048357,location
SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,-33.56667,18.35,location
USA,Florida,"3 miles off Jupiter, Palm Beach County",26.9341448,-80.0997362,location
USA,Florida,Off Panama City,30.1852107,-85.7308328,location
USA,Maryland,Assateague National Seashore,38.2060778,-75.1546498,location
AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",-31.718949063,152.794486937,location
CANADA,British Colombia,"Tofino, Vancouver",49.261636,-123.11335,location
REUNION,Saint-Benoit,Port de la Marine,-21.009910286764,55.699326724972,location
USA,Oregon,Seaside Cove,45.9757796,-123.9393377,location
USA,Florida,"Perdido Key, Escambia County",30.3002,-87.42748,location
SOUTH AFRICA,KwaZulu-Natal,Levan Point,-27.92519,32.59456,location
FIJI,Vitu Levu,"Malake Island, Ra Province",-17.32225,178.14352,location
USA,Texas,"Eight Mile Beach, Galveston",29.234949,-94.882856,location
FIJI,Off Vanua Levu,Nara Reef,-19.1543,178.08988,location
GUAM,Merizo,Achang Reef,13.2701023,144.670933,location
PANAMA,Bocas,Playa La Cabaña,9.35136,-82.25578,location
USA,Florida,"Biscayne National Park, Miami",25.464121,-80.336073,location
ECUADOR,Galapagos Islands,Santa Cruz,-0.61912,-90.3382,location
NEW CALEDONIA,North Province,Hienghène,-20.68333,164.93333,location
USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",21.439542579,-157.94363193,location
AUSTRALIA,New South Wales,Shelly Beach,-33.371275482,151.483470313,location
USA,New York,"Smith Point, Long Island",40.74482,-73.94875,location
USA,Florida,"Sebastian Inlet, Brevard County",27.8610552,-80.4499408,location
SOUTH AFRICA,Eastern Cape Province,Coffee Bay,-31.98255,29.15564,location
AUSTRALIA,Queensland,St. Crispin Reef,-16.1,145.83333,location
VANUATU,Malampa Province,Atchin Island off Malakula,-16.26997,167.50674,location
USA,Hawaii,"North Kihei, Maui",20.79302043768,-156.480564090498,location
NEW ZEALAND,North Island,"Waiapu River mouth , East Cape",-37.80823,178.38021,location
USA,Florida,"Cocoa  Beach, Brevard County",28.320224,-80.608867,location
USA,Hawaii,Velzyland,21.67569,-158.0397,location
AUSTRALIA,New South Wales,"Taree, Old Bar Beach",-31.9915671,152.5737142,location
AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",-35.39065,138.68357,location
USA,North Carolina,"Topsail Beach, Pender County",34.352261,-77.647127,location
USA,Florida,"Atlantic Avenue, Palm Beach County",26.4617718,-80.0659042,location
MEXICO,Guerrero,Ixtapa,17.66782,-101.64165,location
BAHAMAS,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",26.5210127,-78.7701719,location
NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",-37.7154616,176.3093103,location
USA,Hawaii,"Big Island off Kona Village Resort, North Kona",19.41667,-155.83333,location
USA,Virginia,Virginia Beach,36.8451268,-75.9754369,location
SOUTH AFRICA,Western Cape Province,Keurbooms,-33.92233,23.42951,location
MEXICO,Quintana Roo,"Santa Rosa, Cozumel",21.074171945,-87.028452777,location
USA,California,"Salmon Creek Beach, Sonoma County",38.339369,-123.068137,location
USA,Florida,"Alligator Reef, off Islamorada, Monroe County",24.85131,-80.61771,location
USA,North Carolina,Cape Lookout Bight,34.60544,-76.53631,location
USA,Hawaii,"Paradise Bay (next to Wailua Bay), Maui",20.86774,-156.61706,location
JAPAN,Ehime Prefecture,Matsuyama,33.83917304,132.76560169,location
USA,Florida,Florida Bay,25.00041,-80.74979,location
SOUTH AFRICA,Western Cape Province,"Smitswinkel, False Bay",-34.26598,18.47257,location
USA,Hawaii,"Kailua-Kona, Hawai'i",19.647367,-155.99301,location
USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",29.224207,-81.035162,location
SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",-33.97968,25.64044,location
USA,Hawaii,"Kane'ohe Bay, O'ahu",21.46278,-157.81028,location
USA,Florida,"Cocoa Beach, Brevard County",28.320224,-80.608867,location
SOUTH KOREA,Chungnam,Wae-yeon Island,36.92389,126.16222,location
USA,Delaware,Dewey Beach,38.699936,-75.075955,location
SOUTH AFRICA,Western Cape Province,13 km off Knysna,-34.03627,23.04713,location
AUSTRALIA,Queensland,Southport,-27.970642311,153.408123774,location
AUSTRALIA,Queensland,Southport Bar,-27.970642311,153.408123774,location
SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",-34.06405,18.76334,location
USA,Florida,"Off Hutchinson Island, St Lucie County",27.286106,-80.223526,location
NEW ZEALAND,North Island,Wanganui,-38.7208074,177.0403102,location
NEW ZEALAND,South Island,Dunedin,-45.8669,170.51064,location
USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",26.783174273378,-80.035156830593,location
USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",25.689441,-80.157269,location
AUSTRALIA,Western Australia,"Avalon Beach, near Mandurah, 50 miles south of Perth",-32.532231813,115.725224554,location
SOUTH AFRICA,KwaZulu-Natal,Umvoti,-29.025052629481,30.6743089026,location
ITALY,Tyrrhenian Sea,"Circeo, Secca del Quadro",42.7812247,12.3151291,location
PAPUA NEW GUINEA,Madang,Matukar village,-4.88642,145.78548,location
AUSTRALIA,New South Wales,South coast,-36.0,149.83333,location
AUSTRALIA,Queensland,"Black’s Beach, 9 miles north of Mackay",-21.056176012,149.186715266,location
AUSTRALIA,Queensland,Surfer's Paradise,-28.000607373,153.428208542,location
SAMOA,South Pacific Ocean,North of Northeast Samoa,40.818074884528,-124.187656179488,location
SOLOMON ISLANDS,Bougainville (North Solomons),Kieta,-9.622803768,160.160289649,location
PAPUA NEW GUINEA,Central Province,Kapakapa,-9.80189,147.51647,location
AUSTRALIA,Queensland,Pioneer River near Mackay,-21.112732187502,149.150427767811,location
USA,Florida,½ mile offshore & 9 miles north of Fort Pierce,27.4685536,-80.3492951,location
USA,California,"Pacific Grove, Monterey County",36.6188383,-121.9188195,location
USA,California,"La Jolla, San Diego County",32.8419914,-117.2730168,location
HONG KONG,Unknown,Junk Bay,22.28914,114.25781,location
CROATIA,Unknown,Pula,44.869671634,13.854220663,location
AUSTRALIA,Western Australia,"Cottesloe, Perth",-31.99384149,115.758267744,location
BAHAMAS,Bimini Islands,Lerner Marine Laboratory,25.70444,-79.28889,location
BAHAMAS,New Providence Island,Cable Beach,25.0780542,-77.4111996,location
TANZANIA,Dar-es-Salaam,Dar-es-Salaam harbor,-6.82409,39.28917,location
IRAN,Shatt-al-Arab River,Bashamir,29.94036,48.59596,location
USA,New York,Montauk,41.031316,-71.950983,location
SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",-30.047982584105,30.890064104961,location
AUSTRALIA,New South Wales,Kempsey,-31.078277847,152.836785309,location
CANADA,Newfoundland,Georges Bank,47.628889990798,-52.839240009356,location
USA,Florida,"Boca Ciega Bay, Pinellas County",27.80586,-82.78594,location
PANAMA,Unknown,off Culebra,8.96098,-82.42466,location
BERMUDA,Hamilton,Hamilton Parish,32.34222,-64.72833,location
AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",-27.970642311,153.408123774,location
SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",-33.58601,26.88329,location
TURKEY,Unknown,San Stefano,40.96361,28.82667,location
PHILIPPINES,Luzon Island,Bondoc Peninsula,13.4367,122.5569,location
AUSTRALIA,Queensland,Near Thursday Island,-10.580402452,142.21668559,location
PAPUA NEW GUINEA,Central Province,Roku Point,-9.45888,147.09002,location
USA,North Carolina,"Atlantic, near New Bern, Craven County",35.1083707,-77.0460315,location
BAHAMAS,Unknown,50 miles off Bahamas,25.04082,-77.37122,location
USA,Florida,"West Palm Beach, Palm Beach County",26.7144394,-80.0549471,location
REUNION,5aint-Denis,Barachois,-20.896116,55.475575,location
NEW CALEDONIA,South Province,Noumea,-22.27407,166.44884,location
USA,Hawaii,"Hilo, Hawai'i",19.7252577,-155.0890857,location
PHILIPPINES,Luzon Island,"Polinao Point, Manila",14.5822592,120.9748038,location
USA,New Jersey,Lower Delaware Bay,40.8929401,-75.0661664,location
AUSTRALIA,Queensland,Karra Garra,-27.559593831105,153.280173687265,location
USA,North Carolina,"Cape Lookout, Carteret County",34.62267,-76.524635,location
NEW ZEALAND,North Island,Waitara,-39.0053973,174.2352214,location
AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",-33.793735403472,151.264100145206,location
ITALY,Liguria,"Galliera dock, Genoa",44.410710315739,8.953827072707,location
CROATIA,Primorje-Gorski Kotar County,"Volosko, Opatija",45.3476314,14.3201585,location
AUSTRALIA,Queensland,Tingalpa Creek,-27.48333,153.2,location
USA,South Carolina,Ramshorn Creek,32.12271,-80.89705,location
NEW ZEALAND,South Island?,Downs River,-44.0828636,171.2246719,location
SOUTH AFRICA,Eastern Cape Province,Mzimvubu River mouth,-31.62828,29.54935,location
AUSTRALIA,New South Wales,"Ryde, Sydney (Estuary)",-33.777208166936,151.068888005344,location
NEW ZEALAND,South Island,Near the mouth of the Clarence River,-42.155574,173.9239944,location
USA,Texas,Brazos,32.662168,-98.121577,location
NEW ZEALAND,North Island,"Tararu, Thames",-37.117497119634,175.525675845621,location
AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor",-33.676243219492,151.271800707051,location
SOUTH AFRICA,Western Cape Province,Olifantbos Point,-34.27274,18.37992,location
AUSTRALIA,Victoria,Albert Park in Port Phillip Bay,-37.84069,144.95903,location
AUSTRALIA,Western Australia,Between De Grey River and Port Walcott,-20.58333,117.18333,location
CANADA,Newfoundland,St. Pierre Bank,52.848032413,-60.404553074,location
INDIA,"22ºN, 88ºE","Hatkolah, Ghat,",31.58255,77.292296,location
USA,New York,"Greenport Sound, Long Island",40.735916070149,-73.933810652281,location
ENGLAND,Isle of Wight,Colwell Bay,50.6892115,-1.537861,location
SOUTH AFRICA,KwaZulu-Natal,Durban Bay,-29.87366,31.02323,location
MEXICO,Veracruz,Vera Cruz,19.2013,-96.1698,location
USA,Massachusetts,"Swampscott, Essex County",42.4712774,-70.9207646,location
JAMAICA,Unknown,Kingston,17.9733754,-76.7586656,location
USA,Hawaii,"Kewalos, Oahu",21.590096552314,-158.10323947985,location
USA,California,"Lovers Point, Pacific Grove, Monterey County",36.6245,-121.91756,location
USA,New York,"Ocean Beach, Long Island",40.74482,-73.94875,location
AUSTRALIA,Western Australia,Whalers Beach,-35.0905,117.9422,location
AUSTRALIA,Western Australia,Varanus Island,-20.64972,115.5758,location
THAILAND,Chanthaburi Province,Kung Krabaenbay Royal Département Study Center,15.116802787,101.012239206,location
NEW CALEDONIA,Unknown,Nouville,-22.26024,166.40225,location
USA,California,"Coronado, San Diego County",32.693926,-117.190481,location
AUSTRALIA,Queensland,Yandaran Beach,-24.727376631569,152.105256928519,location
BRAZIL,Fernando de Noronha,Cacimba do Padre,-3.8499,-32.4388,location
BAHAMAS,Abaco Islands,Carter's Cay,27.06757,-78.03104,location
EGYPT,Unknown,Marsa Alam,25.068251,34.8898818,location
AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",-28.837749,153.604367,location
AUSTRALIA,Western Australia,"Avalon Point, Manurah",-33.267302303106,115.73530977808,location
USA,Florida,"Hanna Park, Jacksonville, Duval County",30.343416819393,-81.83549194372,location
USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",37.250009489828,-122.396111722289,location
USA,Hawaii,"Hooipa Beach Park, Maui",20.93667,-156.36056,location
AUSTRALIA,Victoria,Thirteenth Beach,-38.287921,144.4853177,location
USA,Florida,"Off Singer Island, Palm Beach County",26.785748,-80.037079,location
Fiji,Vanua Levu,Dawara,-19.1543,178.08988,location
USA,Florida,"Deerfield Beach, Broward County",26.3205843,-80.0997809,location
USA,Hawaii,"Waikiki,",21.284823,-157.832452,location
USA,Florida,"Vilano Beach, St.  Johns County",29.9354428,-81.3019633,location
USA,California,Cortes Bank,37.9976013563,-122.242399196998,location
PUERTO RICO,Unknown,Off Cabo Rojo,18.023145822149,-67.185767947551,location
AUSTRALIA,New South Wales,McKenzies Beach,-35.8044,150.2264,location
AUSTRALIA,New South Wales,Off Blacksmith Beach,-33.05159,151.66805,location
USA,North Carolina,"Masonboro Island, New Hanover County",34.12545,-77.85804,location
NEW ZEALAND,North Island,Muriwai,-39.6744011,176.8875369,location
TRINIDAD & TOBAGO,Trinidad,"Off Radix Village, Mayoro County",21.8010839,-79.981301,location
TURKS & CAICOS,Caicos Bank,French Cay,21.50705,-72.20133,location
NEW ZEALAND,South Island,Cosy Nook,-43.4453485,172.6324485,location
AUSTRALIA,New South Wales,Coffee Head,-31.941423558293,152.409998920517,location
USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",28.3418745,-80.6069311,location
AUSTRALIA,New South Wales,Fingal Bay,-32.75506952,152.164545759,location
USA,California,"West Cove, Catalina Island",33.38336,-118.41758,location
USA,South Carolina,Cherry Grove,34.323096,-79.937274,location
USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",29.06998,-80.93922,location
USA,California,"Venice Pier, Venice, Los Angeles County",33.993671077622,-118.453305555551,location
SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",-34.101424,18.48938,location
USA,Oregon,Oswald State Park,45.5256129,-122.680116,location
BAHAMAS,Grand Bahama Island,Sandy Cay,27.22917,-78.33056,location
AUSTRALIA,Victoria,Flinders,-38.454765047,144.987693038,location
USA,Florida,"Quarter mile south of Ponce de Leon Inlet, Volusia County",29.200234346434,-81.046621102069,location
USA,New Jersey,"Surf City, Long Beach Island, Ocean County",39.6599576,-74.1670033,location
HONDURAS,Bay Islands,Utila,16.10026,-86.9307,location
AUSTRALIA,New South Wales,Stockton Beach,-32.8030595,151.9488772,location
AUSTRALIA,Western Australia,"Lefthanders Beach, Margaret River",-33.876386424983,114.98508111456,location
EGYPT,Unknown,"Coral Bay, Sharm-el-Sheikh",27.9158248,34.3262398,location
USA,California,"Stinson Beach, Marin County",37.8984925,-122.6398145,location
FIJI,Taveuni,Garden Island Resort,-16.791628,-179.99736,location
USA,Florida,"Fort Pierce Inlet State Park, St Lucie County",27.4842788,-80.3052946,location
NEW ZEALAND,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),-42.287233564,172.3434325,location
BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",-22.9055839688,-43.175089837982,location
USA,Florida,"Pet Den, Satellite Beach, Brevard County",28.176014,-80.590465,location
USA,North Carolina,"Fort Fisher, New Hanover County",34.059674981544,-77.901422529435,location
SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),-33.56667,18.35,location
NEW CALEDONIA,South Province,L'llot Maetre,-21.75,165.83333,location
USA,California,"Bird Rock, Tomales Point",38.2327,-122.9875,location
AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",-31.5189861,159.0653647,location
USA,Hawaii,Southwest of O'ahu,21.43333,-157.96667,location
USA,Hawaii,Makaha Surf Beach,21.457992,-158.203078,location
NEW CALEDONIA,South Province,Cap Goulvain,-21.75,165.83333,location
AUSTRALIA,Queensland,Mooloolaba,-26.680701789,153.117173326,location
USA,Florida,St. Lucie County,27.380867652724,-80.445608002629,location
AUSTRALIA,South Australia,Goolwa Beach,-35.513497813,138.768336904,location
USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",27.8603,-80.44727,location
AUSTRALIA,Northern Territory,Gove Peninsula near Darwin,-12.456467553254,130.834368947351,location
USA,Florida,"Gulf of Mexico, 22 miles from Pensacola",30.4068966,-87.2175711,location
PAPUA NEW GUINEA,New Ireland,Kavieng,-2.5845833,150.7918396,location
USA,Florida,"Boca Raton, Palm Beach County",26.350568,-80.0899135,location
AUSTRALIA,South Australia,Moama Beach,-35.1958797,138.469969,location
USA,Louisiana,New Orleans,29.9517634,-90.0746168,location
USA,California,"North of Morro Rock, San Luis Obispo County",35.3694,-120.8678,location
AUSTRALIA,Queensland,1 km off Black's Beach,-21.056176012,149.186715266,location
AUSTRALIA,Tasmania,South Cape Bay,-43.63,146.78999,location
TUNISIA,Biserta,Bechateur,37.3055127,9.7407923,location
BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island",26.5333204,-78.6471192,location
USA,Hawaii,"Ewa, O'ahu",21.33915,-158.01241,location
SOUTH AFRICA,KwaZulu-Natal,Glenashley,-29.7608364,31.0542107,location
USA,Hawaii,2 miles off Keahole Airport,19.73318441891,-156.035189245736,location
ISRAEL,Red Sea,"North Beach, Eilat",29.514373,34.925871,location
AUSTRALIA,Queensland,Palm Cove Beach,-16.7442,145.67071,location
BRITISH ISLES,South Devon,Beesands,50.253095593,-3.658071807,location
USA,Florida,Pinellas County,27.905427886454,-82.740797637927,location
USA,Florida,Sarasota County,27.18247480869,-82.364983695807,location
AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads",-28.273343,153.581156,location
USA,Hawaii,"Makaha, O'ahu",21.468004,-158.214988,location
SOUTH AFRICA,KwaZulu-Natal,Ramsgate,-30.8797005,30.3531873,location
AUSTRALIA,Unknown,7 miles offshore on east coast of Australia,-33.977965,151.138226,location
PAPUA NEW GUINEA,Bougainville (North Solomons),Buka Island,-6.25182,155.36247,location
USA,Florida,"2 miles off Jupiter, Palm Beach County",26.9341448,-80.0997362,location
PANAMA,San Blas,Off Achutuppu Island near Ailigandi,9.22907,-78.02842,location
SOUTH AFRICA,KwaZulu-Natal,Port Edward,-31.060420200767,30.206186558795,location
NEW ZEALAND,North Island,"Palliser Bay, Whatarangi (east of Wellington)",-41.29445870317,174.793643225145,location
NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",-45.9121209,170.4895968,location
NEW ZEALAND,South Island,"Ngatuka Bay, near Picton",-41.2922649,174.0070223,location
COSTA RICA,Puntarenas Province,Puntarenas,9.97625,-84.83836,location
PHILIPPINES,Luzon Island,100 miles southeast of Manila,14.5822592,120.9748038,location
USA,Hawaii,"Hapuna Beach, Hawai'i",19.9923,-155.8257,location
AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",-33.790870603,151.226941183,location
MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",19.192075,-96.1240897,location
NEW ZEALAND,Southland,Long Beach,-46.63333,169.26667,location
SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",-9.57062,160.13947,location
PAPUA NEW GUINEA,"10ºS, 142ºE",Jukuataia Village,-9.16667,149.28333,location
AUSTRALIA,Victoria,Mount Martha Beach,-38.2638,145.0158,location
USA,Hawaii,"Maile Point, O'ahu",21.301381623318,-157.816383970707,location
USA,Florida,"Hutchinson Island Beach, Martin County",27.2106,-80.1822,location
PAPUA NEW GUINEA,Central Province,Abau Subdistrict,-10.08333,148.91667,location
AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",-37.768770255041,145.034845641365,location
USA,California,"In kelp beds off La Jolla, San Diego County",32.8419914,-117.2730168,location
USA,California,"Baker Beach, San Francisco County",37.8263351,-122.4237301,location
SOUTH AFRICA,Western Cape Province,Melkbaai,-34.10975,18.8181,location
MOZAMBIQUE,Maputo Province,Off Inhaca Island,-26.00758,32.93281,location
TURKEY,Ahirkapi coast,Constantinople,41.01384,28.94966,location
USA,Florida,"Baker's Haulover, Miami Beach",25.9169,-80.1239,location
KENYA,Coast Province,Port Kilindeni / Mombasa Harbor,-4.047969205273,39.646288875216,location
SENEGAL,"Near Dakar, Cap Vert Peninsula",Isle de Gorée,14.66757,-17.39867,location
UNITED KINGDOM,Cornwall,The Lizard,50.025941076,-5.176115964,location
MALTA,Congreve Channel,between Filfla Island and Wied iz-Zurrieq,35.8306369,14.474652,location
MALTA,St. Thomas Bay,Marsascala,35.8571,14.5707,location
PAPUA NEW GUINEA,East Sepik,Wewak,-3.5651944,143.6199951,location
SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",-31.6493491,29.5159128,location
CANADA,Nova Scotia,"Fourchu, Cape Breton Island",45.6477325,-61.4102048,location
AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",-34.74583,135.88333,location
ITALY,Savona,Albenga,44.048233,8.214863,location
AUSTRALIA,Western Australia,Broome,-17.962813583,122.229246176,location
AUSTRALIA,Queensland,"Auckland Creek, Gladstone",-23.843273486831,151.258419520639,location
AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",-16.727230085,145.647969994,location
AUSTRALIA,New South Wales,Fairy Bower,-30.88191,148.2436,location
PANAMA,Panama City,Bella Vista Beach,8.97698,-79.5289,location
EGYPT,Unknown,Mersa Matruh,31.3529,27.23725,location
AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",-28.166664,153.527023,location
SCOTLAND,Argyllshire,Arran,56.25,-5.25,location
AUSTRALIA,New South Wales,"Wallamba River, near entrance to Wallis Lake",-32.211538442,152.486233606,location
AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",-32.908746004481,151.752335948669,location
AUSTRALIA,Queensland,"Main Beach, Southport",-27.9617377,153.4131388,location
USA,California,Santa Barbara Channel,34.25,-120.00097,location
SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",-29.852173629321,31.033222308212,location
AUSTRALIA,New South Wales,"Lambeth Street Wharf, George’s River, East Hills (20 miles from river mouth)",-33.960693812054,150.998190611581,location
AUSTRALIA,Queensland,Calliope River,-23.83333,151.21667,location
AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,-9.561435995,142.288520258,location
USA,Florida,70 miles off Tarpon Springs,28.15447319748,-82.759313815903,location
MEXICO,Veracruz,Panuco River Mouth,22.0591879,-98.1780465,location
SPAIN,Valencia,Nasareth Beach,39.448738703824,-0.336828082823,location
FIJI,Viti Levu Island,Suva Harbor,-18.236892333551,178.081986297311,location
ITALY,Golfo di Genova in the Ligurian Sea,Varazze,44.16667,8.91667,location
SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",41.34772,2.15609,location
AUSTRALIA,Queensland,Currumbin,-28.135342185,153.483302938,location
AUSTRALIA,New South Wales,"Murwillumbah, Tweed River",-28.32732,153.39339,location
ENGLAND,East Yorkshire,Hornsea,53.91041,-0.16806,location
AUSTRALIA,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay",-19.15514,146.8485,location
USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",40.3028764484,-74.354896216819,location
SPAIN,Gran Canaria,Las Palmas,28.11654,-15.43898,location
CROATIA,Istria County,Pula,44.86667,13.86667,location
AUSTRALIA,Torres Strait,Thursday Island,-10.58334,142.21671,location
SOUTH AFRICA,Western Cape Province,Stilbaai,-34.10153,23.32521,location
USA,Hawaii,"Kalepolepo, Kihei, Maui",20.7632,-156.45932,location
USA,Florida,"Fort Pierce, St Lucie County",27.447119,-80.337237,location
AUSTRALIA,Queensland,The Narrows,-23.608208287,150.953658684,location
YEMEN,Socotra Islands,Socotra,12.49826,53.91678,location
USA,Hawaii,"Kahului, Maui",20.8880335,-156.4678501,location
PHILIPPINES,Luzon Island,Off Manila,16.0,121.0,location
NEW ZEALAND,North Island,Rockhampton,-41.2421116,174.8133874,location
SIERRA LEONE,Western Area,Freetown,8.48714,-13.2356,location
LIBYA,Mediterranean Sea,Off Tripoli,32.8922194,13.1730786,location
AUSTRALIA,Victoria,Mordialloc,-38.001520283,145.093194054,location
USA,New Jersey,"Bayonne, Hudson County",40.669077,-74.117183,location
AUSTRALIA,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide",-34.907687,138.596697497,location
USA,North Carolina,"Elizabeth City, Pasquotank County",36.3022029,-76.2232287,location
AUSTRALIA,Queensland,"Petrie Bight, Brisbane River",-27.262100654,152.968073645,location
AUSTRALIA,New South Wales,Cooranbong,-33.073794405,151.455751038,location
ITALY,Adriatic Sea,Trieste,45.6535974,13.7785154,location
NEW ZEALAND,Foveaux Strait,Stewart Island,-46.898518146,168.124291069,location
INDONESIA,Sumatra,Off Acheen Head,-7.3786,107.7251,location
SPAIN,Malaga,Fuengirola,36.5390044,-4.6243528,location
USA,South Carolina,"Charleston Harbor, Charleston County",32.76379,-79.89731,location
USA,South Carolina,"Magwoods Wharf, Charleston Harbor, Charleston County",32.816172584285,-80.040206258493,location
AUSTRALIA,New South Wales,"South Head, Sydney",-33.83473,151.280066,location
SRI LANKA,Unknown,Gulf of Mannar,8.877984327844,80.0888359865,location
MARTINIQUE,Unknown,Foundering of the privateer Holker,14.653133328,-61.018380562,location
INDIA,West Bengal,Ganges Delta,23.839721,87.552623,location
USA,New York,"Fire Island Pines, Suffolk County",40.66538,-73.06817,location
SOUTH AFRICA,Easten Cape Province,Mngcibe Beach,-32.0,26.0,location
AUSTRALIA,Queensland,Lady Musgrave Island,-23.90714,152.3926,location
BAHAMAS,Unknown,Cat Island,24.3096411,-75.4433707,location
USA,New York,"Kismet Beach, Long Island",40.74482,-73.94875,location
USA,New Jersey,Tutle Back Zoo,40.7676,-74.2808,location
NEW ZEALAND,North Island,Taranaki,-41.2969392,174.7765246,location
USA,Florida,"46 miles off Mayport, Duval County",30.324458663705,-81.419685324716,location
USA,Hawaii,"Anaehoomalu Bay
Waikoloa, Hawaii County",19.9166268,-155.8847596,location
USA,Florida,"Miami Beach, Miami-Dade County",25.7922359,-80.134852,location
USA,Maine,"Bailey Island, Cumberland County",43.721252,-70.001738,location
NEW CALEDONIA,South Province,"Plateau de Ricaudy, Nouméa",-22.28414,166.48195,location
USA,California,"Moonlight Beach, San Diego County",33.04634800961,-117.297322477667,location
REUNION ISLAND,Saint-Gilles,L’Hermitage Lagoon,-21.05203,55.22571,location
AUSTRALIA,Queensland,"Pelican Waters, Caloundra",-26.8336547,153.1084781,location
BAHAMAS,Abaco Islands,Great Guana Cay,24.02039,-76.35501,location
