year,month,day,hour,latitude,longitude,sea_surface_temp,wind_speed,wave_height,wave_period,swell_height,swell_period,attack
2012.0,1.0,13,12.0,44.973855,-124.0134339,8.0,5.1,1.0,5.0,1.0,9.5,1
2015.0,12.0,25,12.0,27.8557982,-15.39277,20.5,4.0,1.0,5.0,1.0,9.5,1
2013.0,10.0,20,11.0,22.2080512,-159.3744743,27.0,5.0,2.0,10.0,1.5,11.0,1
2013.0,6.0,25,15.0,37.475911136365,-122.438422729666,19.8,1.0,1.0,5.0,1.0,9.5,1
2015.0,10.0,17,11.0,21.3930763,-157.7157575,27.6,5.0,1.5,9.0,1.5,11.0,1
2017.0,4.0,5,12.0,28.42,-80.59,24.3,4.1,1.0,5.0,1.0,9.5,0
2015.0,3.0,18,21.3,19.73,-155.06,24.3,5.7,1.0,5.0,1.0,9.5,0
2012.0,5.0,31,13.0,35.56685,-75.46849,24.3,10.3,1.0,5.0,1.0,9.5,1
2015.0,8.0,22,19.0,28.320224,-80.608867,28.8,1.5,1.0,5.0,1.0,9.5,1
2016.0,1.0,28,14.0,22.20889,-159.50709,25.4,5.0,2.0,10.0,5.5,17.0,1
2015.0,5.0,3,15.0,-31.9973812,152.5709653,24.3,5.1,2.0,6.0,1.0,9.5,1
2016.0,4.0,23,17.0,29.029722,-80.9237495,24.1,6.2,1.0,5.0,1.0,9.5,1
2017.0,4.0,29,11.0,32.655954,-79.941069,25.8,2.6,1.0,5.0,1.0,9.5,1
2011.0,8.0,23,17.0,-34.5,24.3,19.2,13.9,1.0,5.0,1.0,9.5,0
2016.0,5.0,15,15.0,26.61,-80.03,26.9,6.2,1.0,5.0,1.0,9.5,0
2016.0,4.0,19,12.0,-28.649318443,153.616858651,28.0,7.7,0.5,5.0,2.5,9.0,1
2015.0,4.0,3,12.0,26.9341448,-80.0997362,25.4,5.1,1.0,5.0,1.0,9.5,1
2014.0,3.0,12,18.0,-33.280744,151.574377,25.8,5.0,1.0,5.0,1.0,9.5,1
2017.0,4.0,2,5.2,30.21,-85.88,22.4,1.0,1.0,5.0,1.0,9.5,0
2012.0,11.0,4,8.0,20.6539039,-156.4411031,25.9,4.1,1.0,5.0,1.0,9.5,1
2015.0,7.0,23,13.37,32.5,-117.4,22.1,5.0,0.5,9.0,0.5,12.0,0
2013.0,12.0,2,9.0,20.6558129,-156.4382664,25.7,2.1,1.0,5.0,1.0,9.5,1
2014.0,10.0,20,8.0,20.8880335,-156.4678501,26.5,6.7,1.0,5.0,1.0,9.5,1
2015.0,6.0,30,18.0,32.7875771,-79.7870676,29.2,3.1,1.0,5.0,1.0,9.5,1
2012.0,7.0,8,10.0,34.21,-77.8,27.0,5.1,1.0,5.0,1.0,9.5,0
2015.0,6.0,26,11.9,30.19,-81.69,29.0,2.6,1.0,5.0,1.0,9.5,0
2013.0,9.0,1,12.0,24.5590759,-81.8073375,30.3,5.0,1.0,5.0,1.0,9.5,1
2012.0,3.0,20,13.0,-28.0,153.9,27.1,10.8,1.0,5.0,1.0,9.5,0
2013.0,8.0,11,17.0,32.655954,-79.941069,25.8,3.1,1.0,5.0,1.0,9.5,1
2013.0,11.0,7,1.0,40.47,-74.01,12.9,5.0,1.0,5.0,1.0,9.5,0
2017.0,5.0,27,12.0,-29.2,153.9,27.0,8.2,1.0,5.0,1.5,6.0,0
2011.0,4.0,8,12.0,-17.32225,178.14352,29.4,5.0,1.0,5.0,1.0,9.5,1
2017.0,1.0,24,13.0,-8.1147257,-34.8917377,28.0,10.8,1.5,5.0,1.0,9.5,1
2017.0,4.0,12,13.0,29.896004,-81.316709,22.5,4.1,1.0,5.0,1.0,9.5,1
2016.0,5.0,21,17.0,30.384675011043,-81.489213740588,25.8,3.1,1.0,5.0,1.0,9.5,1
2012.0,10.0,2,12.0,-31.7789,115.7326,16.7,7.7,0.5,4.0,0.5,3.0,1
2014.0,11.0,17,23.83,36.8,-122.5,15.5,3.0,0.5,4.0,1.0,13.0,0
2013.0,6.0,25,2.0,37.77,-122.3,19.1,1.0,1.0,5.0,1.0,9.5,0
2011.0,8.0,24,12.0,35.26889,-75.539467,26.4,2.1,1.0,5.0,1.0,9.5,1
2013.0,6.0,6,12.0,25.102198176345,-80.435459810221,27.0,5.0,1.0,5.0,1.0,9.5,1
2013.0,9.0,7,16.0,29.029722,-80.9237495,29.3,1.5,1.0,5.0,1.0,9.5,1
2014.0,10.0,5,11.0,29.029722,-80.9237495,25.8,4.1,1.0,2.0,1.5,3.0,1
2012.0,9.0,16,15.0,28.320224,-80.608867,28.0,5.1,1.0,5.0,1.0,9.5,1
2013.0,6.0,25,12.0,32.597707,-80.12948,25.8,7.2,1.0,5.0,1.0,9.5,1
2011.0,10.0,1,3.0,30.6,-88.0,26.0,5.1,1.0,0.0,1.0,0.0,0
2017.0,7.0,23,21.0,38.97,-74.96,25.4,4.6,1.0,5.0,1.0,9.5,0
2011.0,5.0,13,15.0,30.242809,-81.382818,24.5,2.2,1.0,5.0,1.0,9.5,1
2016.0,7.0,16,8.9,28.42,-80.59,31.0,2.1,1.0,5.0,1.0,9.5,0
2015.0,6.0,14,5.18,33.7,-78.0,26.9,5.0,1.0,5.0,0.5,11.0,0
2016.0,4.0,23,3.0,28.42,-80.59,24.3,4.1,1.0,5.0,1.0,9.5,0
2013.0,7.0,28,16.0,26.6461,-77.07071,28.2,5.0,1.0,5.0,1.0,9.5,1
2011.0,8.0,16,15.0,-17.84645,-149.26682,27.6,4.1,1.0,5.0,1.0,9.5,1
2011.0,3.0,24,1.0,20.8,-86.5,26.0,10.3,0.5,1.0,1.0,9.5,0
2017.0,4.0,6,12.0,29.21081,-81.02283,25.8,3.6,1.0,5.0,1.0,9.5,1
2015.0,1.0,27,3.0,20.877113,-156.681325,24.5,5.1,0.0,0.0,1.0,9.5,1
2015.0,8.0,29,2.83,35.0,-121.0,17.8,6.0,0.5,6.0,1.0,15.0,0
2016.0,11.0,28,0.0,-38.4,144.4,15.6,3.6,1.0,5.0,1.0,9.5,0
2011.0,6.0,15,17.0,-21.05203,55.22571,25.0,6.7,0.5,3.0,1.5,10.0,1
2016.0,5.0,21,18.0,27.77086,-82.67927,28.6,4.1,1.0,5.0,1.0,9.5,1
2013.0,2.0,9,9.0,-16.5059584,-151.7515183,29.2,6.2,1.0,5.0,1.0,9.5,1
2014.0,8.0,2,0.83,28.5,-80.2,28.1,6.0,0.5,3.0,0.5,8.0,0
2012.0,2.0,25,16.0,-32.61667,152.35,25.0,12.9,1.0,5.0,1.0,9.5,1
2013.0,9.0,21,15.0,26.61,-80.03,28.4,2.1,1.0,5.0,1.0,9.5,0
2015.0,6.0,27,16.0,35.594871,-75.467858,26.5,11.3,1.0,5.0,1.0,9.5,1
2013.0,8.0,31,23.0,34.41762,-119.6492,25.8,5.0,1.0,5.0,1.0,9.5,1
2013.0,2.0,21,18.0,20.91697,-156.38332,22.9,6.2,1.0,5.0,1.0,9.5,1
2013.0,5.0,8,6.0,32.7,-117.5,20.0,3.6,1.0,5.0,1.0,9.5,0
2015.0,1.0,17,10.0,-33.3,152.1,25.0,7.2,1.0,5.0,1.0,9.5,0
2015.0,5.0,24,12.0,28.320224,-80.608867,28.0,3.6,1.0,5.0,1.0,9.5,1
2011.0,8.0,31,11.0,29.768745,-81.253492,28.3,5.2,1.0,5.0,1.0,9.5,1
2016.0,8.0,6,16.1,20.9,-156.47,27.0,6.7,1.0,5.0,1.0,9.5,0
2011.0,10.0,29,12.0,36.6827412,-121.8137843,12.8,5.0,1.0,5.0,1.0,9.5,1
2015.0,10.0,9,9.83,31.4,-80.9,24.6,4.0,0.5,4.0,1.0,5.0,0
2016.0,7.0,24,19.0,33.02381552,133.01005311,25.8,5.1,1.0,5.0,1.0,9.5,1
2011.0,9.0,30,8.0,18.22,-67.16,30.6,1.0,1.0,5.0,1.0,9.5,0
2014.0,10.0,17,0.0,-34.0,151.3,15.2,15.4,1.0,6.0,1.5,7.0,0
2014.0,12.0,29,12.0,-35.157869440489,150.650165222341,25.8,12.3,1.0,5.0,1.0,9.5,1
2013.0,5.0,27,12.0,29.2774764,-81.0417589,25.8,4.1,1.0,5.0,1.0,9.5,1
2012.0,3.0,4,19.0,28.42,-80.59,21.9,6.2,1.0,5.0,1.0,9.5,0
2016.0,7.0,27,12.0,24.66709,-81.58314,30.7,3.1,1.0,5.0,1.0,9.5,1
2017.0,6.0,17,15.0,39.4,1.4,26.0,3.1,0.0,1.0,0.5,1.0,0
2017.0,4.0,6,9.0,29.86,-81.27,20.7,5.1,1.0,5.0,1.0,9.5,0
2015.0,7.0,19,12.0,-34.04526,24.92146,25.8,8.2,1.0,2.0,4.0,3.0,1
2016.0,7.0,26,12.0,-28.837749,153.604367,23.1,11.3,1.0,5.0,1.0,9.5,1
2017.0,4.0,5,13.0,29.029722,-80.9237495,24.4,3.6,1.0,5.0,1.0,9.5,1
2016.0,3.0,4,12.0,26.79372,-80.03288,25.2,5.0,1.0,5.0,1.0,9.5,1
2015.0,8.0,10,13.8,37.77,-122.3,21.3,1.5,1.0,5.0,1.0,9.5,0
2015.0,9.0,4,11.0,-32.073369849,152.49274312,20.0,7.7,2.5,8.0,2.5,7.0,1
2017.0,6.0,10,15.0,-38.454765047,144.987693038,13.6,6.2,1.0,5.0,1.0,9.5,1
2012.0,7.0,31,6.0,34.040099,-118.57927,17.6,3.1,1.0,5.0,1.0,9.5,1
2013.0,3.0,21,23.0,25.4,-76.4,24.5,8.0,0.5,2.0,1.0,9.5,0
2014.0,10.0,14,12.0,32.215401,-80.747563,25.8,5.1,1.0,5.0,1.0,9.5,1
2011.0,1.0,28,12.0,19.134363757881,-104.337781258286,29.0,5.1,1.5,4.0,1.0,9.5,1
2011.0,6.0,14,12.0,50.211422269,-5.480829146,15.8,3.6,1.0,26.0,1.0,9.5,1
2014.0,10.0,17,6.0,-33.470895047,151.430842436,15.2,15.4,1.0,6.0,1.5,7.0,1
2014.0,4.0,3,8.0,-36.731499184,149.983067808,23.0,18.0,1.0,5.0,1.0,9.5,1
2014.0,5.0,15,11.0,28.010853,-80.53041,25.8,4.1,1.0,5.0,1.0,9.5,1
2016.0,1.0,23,9.62,21.0,-156.4,24.7,5.0,1.5,9.0,1.0,11.0,0
2014.0,2.0,20,16.0,-17.17568,-150.38631,29.0,7.2,1.0,5.0,1.0,9.5,1
2015.0,9.0,24,10.0,34.538263714677,-120.030793894701,22.4,2.0,1.0,5.0,1.0,9.5,1
2017.0,4.0,29,22.0,32.6,-79.6,22.0,6.2,1.0,4.0,1.0,9.5,0
2013.0,9.0,12,0.0,28.42,-80.59,29.4,2.1,1.0,5.0,1.0,9.5,0
2015.0,10.0,17,19.0,21.284823,-157.832452,27.6,3.1,1.0,5.0,1.0,9.5,1
2015.0,9.0,17,11.4,30.19,-81.69,26.7,3.6,1.0,5.0,1.0,9.5,0
2013.0,2.0,21,4.62,20.8,-157.0,24.3,5.0,1.0,3.0,0.5,15.0,0
2017.0,4.0,11,18.0,29.86,-81.27,22.0,6.2,1.0,5.0,1.0,9.5,0
2017.0,7.0,11,22.0,36.61,-121.89,14.1,4.6,1.0,5.0,1.0,9.5,0
2014.0,11.0,13,19.62,21.0,-156.4,26.8,5.0,1.5,9.0,2.0,14.0,0
2012.0,2.0,6,0.0,-26.7,153.9,28.0,3.1,0.5,2.0,1.0,2.0,0
2015.0,1.0,1,5.42,27.6,-80.2,23.8,5.0,1.5,7.0,0.5,11.0,0
2011.0,9.0,16,0.0,29.2,-80.2,30.0,3.6,0.5,1.0,1.0,3.0,0
2012.0,12.0,30,12.0,-34.042395415736,150.823057559702,20.3,7.7,1.0,5.0,1.0,9.5,1
2013.0,6.0,17,14.0,28.9520047,-95.2878755,27.6,3.6,1.0,5.0,1.0,9.5,1
2015.0,7.0,26,23.0,32.78,-79.92,29.4,5.1,1.0,5.0,1.0,9.5,0
2012.0,10.0,2,6.0,-31.1,115.2,20.0,7.7,1.5,4.0,1.0,9.5,0
2014.0,10.0,19,5.12,34.2,-119.4,21.1,5.0,1.0,10.0,0.5,11.0,0
2014.0,12.0,15,11.0,-16.2,145.71667,25.8,3.6,1.0,5.0,1.0,9.5,1
2013.0,9.0,7,16.0,29.029722,-80.9237495,29.3,1.5,1.0,5.0,1.0,9.5,1
2015.0,5.0,29,15.0,28.320224,-80.608867,27.7,4.6,1.0,5.0,1.0,9.5,1
2017.0,6.0,21,6.13,32.3,-80.4,27.7,4.0,1.0,5.0,1.0,9.5,0
2013.0,10.0,10,15.0,30.3936755,-86.4956633,26.4,2.6,1.0,5.0,1.0,9.5,1
2012.0,9.0,2,18.72,20.8,-157.0,25.3,5.0,0.5,10.0,0.5,13.0,0
2017.0,7.0,9,15.0,25.9123,-80.1213,25.8,3.6,1.0,5.0,1.0,9.5,1
2013.0,7.0,19,14.0,30.272469,-87.68743,25.8,1.0,1.0,5.0,1.0,9.5,1
2011.0,7.0,13,4.0,26.2,-96.5,27.5,8.0,1.0,5.0,1.0,9.5,0
2017.0,2.0,11,13.0,28.068399,-80.558423,25.8,5.7,1.0,5.0,1.0,9.5,1
2016.0,3.0,30,4.0,-34.2,151.6,24.0,3.6,0.5,3.0,0.5,3.0,0
2012.0,9.0,8,12.0,28.3418745,-80.6069311,28.3,5.7,1.0,5.0,1.0,9.5,1
2012.0,6.0,19,12.0,33.68785,-78.883852,27.0,3.1,1.0,5.0,1.0,9.5,1
2015.0,7.0,1,18.9,35.21,-75.7,27.4,5.7,1.0,5.0,1.0,9.5,0
2014.0,8.0,2,13.0,28.266571,-80.60564,29.7,1.5,1.0,5.0,1.0,9.5,1
2013.0,2.0,21,18.0,20.94811,-156.6919,22.9,6.2,1.0,5.0,1.0,9.5,1
2015.0,9.0,3,8.68,33.7,-78.0,28.1,5.0,0.5,4.0,1.0,9.5,0
2013.0,12.0,11,10.0,19.73,-155.06,25.1,2.6,1.0,5.0,1.0,9.5,0
2017.0,2.0,6,12.0,-29.742413869127,31.078229588043,24.0,13.4,1.0,5.0,1.0,6.0,1
2013.0,9.0,8,12.0,32.0,-80.5,28.7,1.5,1.0,5.0,1.0,9.5,0
2014.0,6.0,9,9.0,-34.751583379,137.480916284,15.2,5.0,1.0,5.0,0.5,1.0,1
2015.0,1.0,3,8.0,-33.59786,26.90536,19.8,6.2,0.5,99.0,1.0,9.5,1
2011.0,8.0,24,15.0,33.915334,-78.264155,25.8,8.0,1.0,5.0,1.0,9.5,1
2013.0,7.0,11,15.0,33.915334,-78.264155,25.8,8.7,1.0,4.0,1.0,9.5,1
2013.0,6.0,25,9.0,30.67,-81.47,28.7,2.6,1.0,5.0,1.0,9.5,0
2011.0,1.0,3,0.0,-34.2,114.7,21.0,10.8,1.5,3.0,1.0,4.0,0
2015.0,8.0,19,15.0,30.2881812,-81.3920144,25.8,5.0,1.0,5.0,1.0,9.5,1
2015.0,7.0,8,12.0,33.659775,-117.999313,16.6,5.0,0.5,6.0,0.5,14.0,1
2013.0,2.0,10,14.0,27.211719279555,-80.261725176396,23.0,5.0,1.0,6.0,0.5,11.0,1
2011.0,9.0,16,11.0,29.029722,-80.9237495,30.0,3.6,0.5,1.0,1.0,3.0,1
2013.0,7.0,28,0.57,26.45,-76.71,28.2,5.0,1.0,5.0,1.0,9.5,0
2011.0,9.0,28,0.0,19.7,-68.9,29.0,10.3,1.0,1.0,1.0,1.0,0
2013.0,6.0,15,12.0,30.3336079,-81.397624,25.8,4.3,1.0,5.0,1.0,9.5,1
2011.0,3.0,29,23.22,28.67,-95.68,21.3,5.0,1.0,5.0,1.0,9.5,0
2011.0,6.0,29,13.0,-8.5,-34.6,27.0,5.1,1.5,7.0,1.5,9.0,0
2014.0,10.0,14,22.83,31.4,-80.9,25.8,4.0,0.5,4.0,1.5,6.0,0
2017.0,4.0,10,17.0,28.068399,-80.558423,23.5,6.7,1.0,5.0,1.0,9.5,1
2011.0,6.0,21,12.0,30.3002,-87.42748,30.7,4.6,1.0,5.0,1.0,9.5,1
2016.0,5.0,29,12.0,33.6,-118.2,17.7,5.0,0.5,7.0,0.5,14.0,0
2015.0,8.0,18,4.0,38.4,0.2,27.4,1.5,1.0,5.0,1.0,9.5,0
2013.0,8.0,17,14.0,37.51,-122.21,22.7,1.0,1.0,5.0,1.0,9.5,0
2011.0,10.0,9,8.0,-31.9939,115.751,19.2,9.3,1.0,5.0,1.0,9.5,1
2012.0,9.0,2,14.0,28.42,-80.59,27.9,4.1,1.0,5.0,1.0,9.5,0
2013.0,10.0,23,7.17,20.8,-157.0,27.4,5.0,0.5,10.0,0.5,11.0,0
2015.0,1.0,6,22.5,26.94,-77.23,25.3,5.0,1.0,5.0,1.0,9.5,0
2016.0,1.0,25,11.0,22.20889,-159.50709,25.2,5.0,2.0,9.0,4.0,15.0,1
2011.0,7.0,19,17.0,35.13212,-75.90517,28.1,3.6,1.0,5.0,1.0,9.5,1
2016.0,9.0,17,12.0,-38.287921,144.4853177,13.5,7.2,1.0,5.0,1.0,9.5,1
2013.0,11.0,7,12.0,27.94577,-80.496461,24.6,2.6,1.0,5.0,1.0,9.5,1
2011.0,1.0,3,12.0,-33.649024902,115.349555243,21.0,10.8,1.5,3.0,1.0,4.0,1
2016.0,3.0,11,13.0,27.638883,-80.38908,23.1,5.0,1.0,5.0,1.0,12.0,1
2015.0,1.0,19,12.0,30.1852107,-85.7308328,15.9,1.0,1.0,5.0,1.0,9.5,1
2015.0,7.0,23,12.0,-38.218595687,141.796191537,12.2,6.2,1.0,5.0,1.0,9.5,1
2014.0,3.0,22,19.0,26.1,-80.1,26.0,4.6,0.0,0.0,0.0,0.0,0
2012.0,5.0,20,12.0,21.324662,-157.984648,26.2,3.6,1.0,5.0,1.0,9.5,1
2014.0,11.0,10,4.0,-30.7,154.0,25.4,10.3,2.0,8.0,2.0,8.0,0
2015.0,6.0,11,6.1,34.23,-77.95,27.2,5.0,1.0,5.0,1.0,9.5,0
2011.0,11.0,11,6.0,-20.6,55.3,25.5,9.3,2.0,9.0,1.5,10.0,0
2013.0,11.0,23,9.0,-33.866709908,114.989080385,25.8,5.0,1.0,5.0,1.0,9.5,1
2014.0,8.0,29,2.0,30.19,-81.69,29.4,2.1,1.0,5.0,1.0,9.5,0
2016.0,3.0,11,13.0,27.86,-80.45,21.5,8.2,1.0,5.0,1.0,9.5,0
2011.0,5.0,30,12.5,29.0,-94.9,26.6,10.0,1.0,5.0,1.0,9.5,0
2014.0,5.0,6,19.83,31.4,-80.9,23.0,4.0,0.5,4.0,1.0,9.5,0
2017.0,8.0,3,0.83,41.4,-70.2,21.6,5.0,0.5,7.0,1.0,9.5,0
2012.0,8.0,15,12.0,30.272469,-87.68743,25.8,1.0,1.0,5.0,1.0,9.5,1
2017.0,6.0,7,0.0,49.7,-3.3,13.2,16.5,1.0,5.0,1.0,9.5,0
2015.0,6.0,23,14.6,32.04,-80.9,29.6,3.6,1.0,5.0,1.0,9.5,0
2014.0,9.0,2,17.92,27.6,-80.2,30.4,5.0,0.5,10.0,0.5,13.0,0
2016.0,7.0,15,9.0,33.3,-118.0,22.0,4.6,1.0,4.0,1.0,4.0,0
2012.0,3.0,14,4.0,28.42,-80.59,22.3,2.1,1.0,5.0,1.0,9.5,0
2013.0,6.0,6,16.0,-35.07123,150.783,25.8,10.3,1.5,10.0,2.5,12.0,1
2014.0,8.0,1,14.0,-34.0999,18.45776,14.7,1.0,1.0,5.0,1.0,9.5,1
2014.0,6.0,7,4.0,29.48,-94.92,26.5,4.6,1.0,5.0,1.0,9.5,0
2014.0,7.0,27,5.03,33.91,-78.15,29.4,8.2,1.0,5.0,1.0,9.5,0
2015.0,6.0,24,12.0,34.425619,-77.546911,27.7,8.7,1.0,5.0,1.0,9.5,1
2016.0,4.0,13,12.0,26.785748,-80.037079,26.0,4.1,1.0,5.0,1.0,9.5,1
2015.0,10.0,4,8.0,29.029722,-80.9237495,28.2,1.5,1.0,5.0,1.0,9.5,1
2012.0,6.0,26,15.0,29.029722,-80.9237495,27.0,13.0,2.0,6.0,1.0,9.5,1
2012.0,1.0,22,12.0,24.3096411,-75.4433707,25.1,4.1,0.5,1.0,1.5,3.0,1
2017.0,7.0,9,0.0,25.7,-80.0,27.7,0.5,0.0,0.0,1.0,9.5,0
2011.0,11.0,22,12.0,36.32635,-121.5041,12.7,5.0,0.5,10.0,0.5,11.0,1
2013.0,10.0,20,18.62,22.3,-159.6,26.9,5.0,2.0,10.0,1.5,11.0,0
2016.0,11.0,28,11.0,-38.267488026,144.656118018,16.3,8.7,1.0,5.0,1.0,9.5,1
2017.0,2.0,1,6.13,32.3,-80.4,13.2,6.0,1.0,5.0,1.0,9.5,0
2016.0,5.0,18,18.9,29.98,-81.63,28.1,3.1,1.0,5.0,1.0,9.5,0
2011.0,4.0,22,6.0,28.42,-80.59,26.6,2.3,1.0,5.0,1.0,9.5,0
2012.0,10.0,30,13.83,40.7,-124.6,12.9,7.0,0.5,3.0,2.0,11.0,0
2011.0,8.0,17,19.0,34.5,-77.3,28.5,7.0,1.0,5.0,1.0,9.5,0
2015.0,10.0,7,16.0,-32.6036296,115.6310248,18.4,5.7,1.0,5.0,1.0,9.5,1
2017.0,1.0,5,11.5,27.86,-80.45,17.4,5.0,1.0,5.0,1.0,9.5,0
2016.0,9.0,18,10.0,29.029722,-80.9237495,29.4,1.0,1.0,5.0,1.0,9.5,1
2017.0,2.0,17,10.0,-26.73731,153.05237,29.0,8.7,1.0,5.0,1.0,9.5,1
2014.0,8.0,31,16.0,29.029722,-80.9237495,29.5,1.0,1.0,5.0,1.0,9.5,1
2016.0,9.0,17,19.75,41.06,-124.15,11.5,5.0,1.0,5.0,1.0,9.5,0
2012.0,10.0,18,7.0,20.8970291,-156.4605383,25.6,6.2,1.0,5.0,1.0,9.5,1
2016.0,5.0,21,4.1,27.98,-82.83,28.2,3.6,1.0,5.0,1.0,9.5,0
2015.0,9.0,19,12.0,34.504150485735,-120.228120648486,21.5,2.0,0.5,4.0,2.0,9.0,1
2012.0,1.0,3,20.0,-33.457302908629,151.439564941063,23.0,17.0,3.0,4.0,1.0,9.5,1
2015.0,9.0,18,19.0,30.502624,-81.450598,26.5,8.7,1.0,5.0,1.0,9.5,1
2016.0,10.0,1,17.0,29.029722,-80.9237495,29.5,0.5,1.0,5.0,1.0,9.5,1
2016.0,8.0,29,14.0,29.029722,-80.9237495,30.0,7.7,1.5,3.0,1.0,9.5,1
2017.0,8.0,1,10.0,37.250009489828,-122.396111722289,23.6,4.6,1.0,5.0,1.0,9.5,1
2013.0,7.0,11,10.98,33.7,-78.0,28.4,5.0,1.5,5.0,1.0,9.5,0
2015.0,9.0,19,6.83,34.3,-120.5,21.0,7.0,1.5,5.0,2.0,11.0,0
2013.0,10.0,23,15.0,20.919034,-156.494665,27.7,6.2,1.0,5.0,1.0,9.5,1
2014.0,5.0,13,7.0,30.19,-81.69,27.2,3.1,1.0,5.0,1.0,9.5,0
2014.0,6.0,7,12.0,29.2001,-94.9418,29.4,4.1,1.0,5.0,1.0,9.5,1
2012.0,3.0,4,13.0,28.7021316,-80.6671512,22.3,11.3,1.0,5.0,1.0,9.5,1
2015.0,12.0,22,12.0,19.5937997,-155.9715584,25.4,6.7,1.0,5.0,1.0,9.5,1
2014.0,7.0,21,12.0,28.0894482,-80.5660328,25.8,4.1,1.0,5.0,1.0,9.5,1
2014.0,5.0,11,12.0,31.99241,-80.849252,20.1,1.0,1.0,5.0,1.0,9.5,1
2016.0,10.0,2,17.1,28.42,-80.59,29.6,4.6,1.0,5.0,1.0,9.5,0
2014.0,9.0,21,11.0,29.029722,-80.9237495,28.8,2.1,1.0,5.0,1.0,9.5,1
2012.0,5.0,6,14.43,33.6,-118.3,16.5,5.0,1.0,10.0,0.5,11.0,0
2017.0,7.0,14,11.9,46.71,-123.97,14.6,2.6,1.0,5.0,1.0,9.5,0
2015.0,1.0,19,6.0,-28.7,153.9,28.0,7.7,1.0,6.0,1.5,8.0,0
2014.0,5.0,6,15.0,32.14159,-80.751068,18.1,3.1,1.0,5.0,1.0,9.5,1
2017.0,4.0,13,13.0,30.343416819393,-81.83549194372,25.8,3.6,1.0,5.0,1.0,9.5,1
2016.0,8.0,29,15.0,29.029722,-80.9237495,30.0,7.7,1.5,3.0,1.0,9.5,1
2012.0,6.0,18,17.0,34.1,-77.7,25.3,3.0,1.0,5.0,1.0,9.5,0
2011.0,11.0,11,12.0,-21.127674183,55.793279252,25.5,9.3,2.0,9.0,1.5,10.0,1
2014.0,11.0,8,16.0,27.4842788,-80.3052946,24.1,5.0,1.0,9.0,0.5,11.0,1
2016.0,7.0,7,10.0,42.616135,-70.66893,18.1,5.0,0.5,7.0,1.0,9.5,1
2012.0,6.0,3,14.0,-33.02048,151.70915,25.8,2.6,0.5,1.0,1.0,9.5,1
2012.0,9.0,9,14.0,29.029722,-80.9237495,28.2,9.8,1.0,5.0,1.0,9.5,1
2012.0,7.0,30,15.0,42.0007801,-70.0204591,25.8,1.0,1.0,5.0,1.0,9.5,1
2012.0,2.0,25,17.0,-33.3,151.8,25.0,12.9,1.0,5.0,1.0,9.5,0
2016.0,5.0,2,12.0,-41.1365449,174.83883,25.8,5.0,1.0,5.0,1.0,9.5,1
2015.0,7.0,26,9.0,29.86,-81.27,25.3,4.6,1.0,5.0,1.0,9.5,0
2016.0,3.0,3,12.0,-37.044616621165,139.771878952553,19.0,10.8,0.5,2.0,1.0,9.5,1
2013.0,4.0,2,1.0,-32.2,115.7,21.7,6.2,1.0,5.0,1.0,9.5,0
2017.0,1.0,5,12.0,28.2583625,-80.6040184,21.9,5.0,0.5,8.0,1.0,9.5,1
2013.0,8.0,5,15.0,26.44368,-82.10735,25.8,4.6,1.0,5.0,1.0,9.5,1
2015.0,6.0,19,2.57,18.4,-67.3,28.4,5.0,0.5,6.0,1.0,9.5,0
2011.0,6.0,6,12.0,29.029722,-80.9237495,27.9,2.4,1.0,5.0,1.0,9.5,1
2017.0,6.0,19,12.0,26.785748,-80.037079,28.2,8.7,1.0,5.0,1.0,9.5,1
2011.0,5.0,25,0.0,20.04,-155.83,27.7,5.0,1.0,5.0,1.0,9.5,0
2012.0,3.0,14,16.0,29.029722,-80.9237495,22.3,1.5,1.0,5.0,1.0,9.5,1
2016.0,7.0,8,12.0,36.973068,-121.952033,13.9,5.0,1.0,5.0,1.0,9.5,1
2015.0,12.0,26,12.0,-29.5805313,31.1788593,28.0,8.2,2.5,8.0,2.5,8.0,1
2016.0,6.0,21,18.9,33.66,-78.92,26.8,10.8,1.0,5.0,1.0,9.5,0
2012.0,12.0,31,14.0,27.2444691,-80.2252736,22.6,5.0,1.5,6.0,0.5,11.0,1
2012.0,10.0,18,10.0,29.0970105,-80.9357379,25.8,2.1,1.0,5.0,1.0,9.5,1
2013.0,7.0,31,22.0,20.88,-156.7,27.5,8.9,1.0,5.0,1.0,9.5,0
2017.0,7.0,22,12.0,24.6982,-81.67398,31.6,2.1,1.0,5.0,1.0,9.5,1
2015.0,6.0,24,18.1,34.21,-77.79,27.8,9.8,1.0,5.0,1.0,9.5,0
2016.0,9.0,5,12.0,-31.693971366175,115.728988140668,15.1,7.2,0.5,4.0,1.0,9.5,1
2012.0,9.0,2,18.0,29.029722,-80.9237495,28.3,1.5,1.0,5.0,1.0,9.5,1
2014.0,6.0,1,12.0,-35.1,150.9,21.3,8.2,0.5,3.0,1.5,6.0,0
2014.0,10.0,2,17.0,34.747675195913,-120.518949481514,25.8,3.1,1.0,5.0,1.0,9.5,1
2014.0,2.0,20,10.0,-17.2,-150.1,29.0,7.2,1.0,5.0,1.0,9.5,0
2013.0,4.0,4,12.0,27.2444691,-80.2252736,22.2,5.0,1.0,5.0,1.0,9.5,1
2017.0,8.0,29,12.0,-38.3,144.7,12.7,9.8,1.0,5.0,1.0,9.5,0
